[E 240818 03:47:29 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 18:27:39 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 19:19:38 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 19:23:05 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 19:23:33 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/order/v1/getOrderBook. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/order/v1/getOrderBook, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 20:12:08 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 20:15:31 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/order/v1/getOrderBook. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/order/v1/getOrderBook, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 20:15:34 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 20:47:32 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 20:50:10 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 21:10:32 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 21:27:30 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 21:36:02 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 21:39:09 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 21:41:56 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 21:42:03 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/order/v1/getOrderBook. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/order/v1/getOrderBook, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 21:42:06 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:10:13 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:10:48 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:11:02 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:11:16 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:11:56 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/order/v1/getOrderBook. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/order/v1/getOrderBook, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:12:00 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:12:39 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:12:54 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/order/v1/getOrderBook. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/order/v1/getOrderBook, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:12:57 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:15:20 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:15:59 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:21:15 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:21:25 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:22:24 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:22:27 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:22:32 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:24:30 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:25:01 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:27:22 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:27:25 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:27:43 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:33:48 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:33:54 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:40:07 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:40:13 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:41:59 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
[E 240818 22:42:25 smartConnect:244] Error occurred while making a GET request to https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS. Error: Invalid Token. URL: https://apiconnect.angelbroking.com/rest/secure/angelbroking/user/v1/getRMS, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '00:e0:4c:68:0b:5c', 'Accept': 'application/json', 'X-PrivateKey': None, 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {}, Response: {'success': False, 'message': 'Invalid Token', 'errorCode': 'AG8001', 'data': ''}
